Series Name,"Series Code","Country Name","Country Code","1960 [YR1960]","1961 [YR1961]","1962 [YR1962]","1963 [YR1963]","1964 [YR1964]","1965 [YR1965]","1966 [YR1966]","1967 [YR1967]","1968 [YR1968]","1969 [YR1969]","1970 [YR1970]","1971 [YR1971]","1972 [YR1972]","1973 [YR1973]","1974 [YR1974]","1975 [YR1975]","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]","2022 [YR2022]","2023 [YR2023]"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Guinea-Bissau","GNB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Guyana","GUY","14740000","15090000","15090000","16900000","16550000","20120000","16900000","18850000","23550000","20550000","20400000","26156006.7340058","36750300.2063626","13973635.3276719","62572063.7726408","100496676.043954","27282883.5544061","22976165.3992957","58265716.4120948","17528049.9581458","12700000","6910512.8398288","10557048.308227","6490000","5850000","6470000","9000000","8430000","4040000","13350000","28679759.2863951","124416126.678968","188080001.237505","247450000","247126598.204679","268938846.606652","329676783.984631","315505363.434221","276599938.610139","268276095.793113","304956640.973324","287255329.338608","284472829.483164","276387312.120453","231844788.060818","251872586.363899","279636390.847379","313007749.406008","355913639.674072","631410304.731452","782063529.783998","801777696.093639","864028135.128365","783621040.872284","667925088.815999","531887027.917001","580981472.737257","565363504.401139","518509369.454311","573446281.433525","680634183.680422","790784502.119024","917877051.389658","895275181.194153"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Haiti","HTI","4300000","3000000","2200000","2600000","2100000","1400000","2200000","1900000","2500000","3500000","4300000","10386868.252415","17881732.8119882","17031738.9495527","19699657.185709","12429610.6416726","27940671.0755547","33843540.1607594","38638250.0951539","55015241.5499931","16225508.251952","24046558.1861473","4225169.60401218","8967895.0961293","12978416.7655813","6387873.46221441","15878653.9943488","16999306.2747379","12994198.7054406","12597124.6090362","3171132.86195957","35071521.5494429","27068750.2578135","32061810.1311173","51065999.7109502","191604700.562486","216115187.39431","207090059.061501","258214045.312059","264042307.53134","182148957.49891","141429811.952002","81722996.9951751","62036117.5006275","188499227.254247","218384943.35269","366983751.38156","580919529.440742","704223827.24731","1091106608.80374","1932321052.98169","1921166446.80294","2208492622.4783","2374003645.18146","1890702828.90932","1840780199.77709","2015058019.23916","2240968064.93163","2199357170.05143","2266811047.05306","2480148340.66575","2629788023.22899","2262464111.35382",""
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Honduras","HND","13210000","12220000","13190000","12330000","19580000","23280000","27280000","24970000","31430000","30810000","20130000","21774294.5584868","35087159.769738","41655987.1090729","44302323.8239536","96969221.2833453","130830471.823367","179772229.731685","184435721.373649","209170143.613047","149825508.251952","101017896.968617","112228065.15151","113616761.772095","128156833.531163","105800000","111300000","106000000","50000000","21100000","40414226.5723919","104900000","197451250.56719","97151091.43162","171014650.154817","261452436.05142","249191011.054999","580374842.947196","818072806.12209","1257578348.89533","1313039295.43956","1415560687.98416","1524099728.91108","1430030805.79707","1970382833.05793","2327208732.81308","2628480925.68856","2528026292.49309","2473372464.90881","2086482873.29455","2670774350.73571","2749770454.4675","2495238073.99319","2981876533.95856","3431758698.45498","3730883435.74215","3788205637.53589","4679394465.36306","4740702500.99891","5710486083.43693","8096529090.54073","8626200784.47206","8369906372.43532","7497278126.64435"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Hungary","HUN","","","","","","","","","","","","","","","","","","","","","","","","1231232371.97009","1560019604.1914","2153153778.55888","2302036695.90107","1634269545.60286","1467228768.28464","1246001314.16406","1069010086.63983","3934330300.81964","4424722798.9605","6699989177.45811","6735468640.28333","11974252023.1059","9720163741.38665","8407865439.20815","9318724639.72178","10954018141.8656","11189595715.5179","10727166080.6117","10348473664.6763","12751402418.5651","15922070947.5829","18552097977.5891","21527033806.919","23969752996.1505","33787880582.8996","44073738966.986","44849178901.216","48680502188.5214","44506050804.4239","46388888947.58","41900607901.2031","33019454325.6273","25824253667.337","27874456802.4484","30068270406.0416","30288204374.707","39433731712.5512","37953911379.1178","35712766084.2451","39453052373.4135"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Iceland","ISL","11300000","22900000","30900000","33490000","42800000","52900000","57030000","34240000","26740000","37500000","52720000","68845741.2838019","83048037.5800967","98396779.075453","47252186.6982372","45595748.17447","79379678.4074539","98343282.6432672","135832004.484656","161937540.02363","173812718.432024","229526154.077946","145173121.68618","149286745.541943","127603120.011275","205544024.604569","309837426.149499","311312660.131368","290741935.917966","337322364.443977","436117426.128523","449450462.744425","498323804.089265","426440220.187466","292913977.749003","308109384.476341","453731276.674067","383670028.550149","426396492.611392","478415751.635691","388881716.016599","338233118.48792","440104833.407005","792258433.749899","1046234851.96735","1035688647.11431","2301280989.4752","2578650500.27616","3515220211.15769","3813240515.92261","5698912854.71658","8450364523.47084","4085343643.5824","4160805158.59372","4100124741.46937","4972945412.30604","7152512910.32653","6483459219.51031","6239444061.79507","6685219711.82889","6298662205.06349","6962726715.85852","5771784787.94843","5677129248.479"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Indonesia","IDN","293750000","89000000","63000000","21000000","21000000","17000000","19000000","2000000","82500000","117700000","156020000","142632571.521668","572201254.045819","804734754.873315","1489500450.68711","584333682.198302","1496517035.94093","2508735426.01056","2626116696.84569","4061820824.73847","5391696429.32938","5014169714.47374","3144462597.54433","3718393210.57414","4773006288.11448","4974241388.4007","4051268547.94319","5592324796.7768","5048319766.92549","5453531101.00665","7459057855.20195","9257939411.23461","10448611002.7913","11262656751.5158","12132678563.0136","13708247115.922","18251104717.3555","16586889411.8885","22713375176.531","26445032417.3645","28501860111.4768","27246209680.3382","30970717497.4441","34962311391.5962","34952495909.3168","33140499049.2525","41103145281.5939","54976431523.296","49596713221.3198","63563292968.1398","92908055584.0428","106538747662.435","108837307833.066","96363531239.0833","108835534561.997","103268247088.719","113493392851.059","126857395382.957","117424645942.922","125339390220.657","131139029065.842","140310235087.496","132644357980.272","141149364857.112"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Iran, Islamic Rep.","IRN","53000000","79000000","81500000","99510000","50010000","105480000","138230000","180250000","133000000","152010000","77000000","479270289.345063","818259595.090668","1078479039.8727","8223195945.65258","8743598044.04907","8681248470.72098","12105789030.2728","11977233722.9608","15209641172.7531","10222910262.7425","1605410387.71727","5701205818.24562","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Iraq","IRQ","159660000","133660000","95460000","197060000","138960000","124920000","218830000","253700000","260000000","283700000","318700000","444559464.755072","625728125.556624","1379984263.29342","3097497042.04613","2559337301.93491","4434002809.38319","6819562737.56725","6840025568.79456","6915979524.9322","6998647402.30843","7007264890.77748","6950021390.58313","6753651473.59991","6744749010.47849","6744710984.18278","6744700000","6751949358.05587","6744726913.91584","6744726283.28121","6744700000","6744700000","6744700000","6744700000","6744700000","6744700000","6744700000","6744700000","6744700000","6744700000","6744700000","6744700000","6744700000","6744700000","7824090826.07561","12104090953.5845","19931867507.6273","31297619616.8846","49937782642.7432","44127521722.0345","50357041122.4042","60744375869.203","68733378174.1853","76112204640.7643","62798913762.7842","50930903122.4223","41989379729.4279","45571327310.3268","60752414325.0406","63303605926.2097","48562062658.0155","58588712302.7098","89415490471.5221","102778856113.46"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Ireland","IRL","306260000","324260000","341260000","388030000","427000000","387970000","471000000","414040000","465740000","652130000","680690000","978021334.419436","1109444818.50762","1007206043.90639","1247229247.39364","1512605862.76791","1818483647.3754","2351124629.67679","2668363219.65184","2211960909.71448","2860276407.65793","2651297949.33689","2622104270.33778","2639572318.68248","2352390389.25052","2939577416.52021","3236311067.48376","4796178239.15788","5086800061.90201","4057423060.95093","5223359681.89384","5740360754.69539","3439583849.18944","5925060109.46794","6114778204.32903","8630333040.99131","8205148631.06673","6525970450.59583","9397303817.15396","5324985595.93105","5359670729.95672","5586536931.02062","5414829289.17602","4078523058.80564","2830886283.48967","778689916.82646","720016492.260454","778737308.062553","871101513.285272","1940798137.46953","1842595813.58188","1399322970.72863","1386379869.31488","1403481333.04167","1516632343.43074","1998573449.1223","3368173927.17955","4162291906.92309","4975323462.93715","5438602811.18074","7098062594.51105","12690045493.19","12337834290.6945","12106645978.1845"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Isle of Man","IMN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Israel","ISR","213050000","269460000","378560000","455260000","489300000","587200000","575210000","668710000","616820000","366700000","405200000","689766326.490708","1178846376.45269","1768251197.38567","1153360874.67929","1137088143.57237","1328349842.58351","1521578766.85654","2625132655.91513","3063432330.02837","3351412455.73542","3496663454.1526","3839295678.02565","3651188258.42861","3060327427.24407","3680165905.09666","4659600000","5876127679.49609","4015567284.7896","5276218274.76542","6275141851.73066","6279100520.67688","5127402501.13438","6382639808.47842","6792350871.45604","8119260876.01527","11414567759.896","20332060049.7604","22674295628.7885","22604867902.2936","23281206067.5375","23378584659.0995","24082878018.1415","26315098306.4398","27094382252.5438","28059414574.2218","29153237863.99","28518505747.3626","42513241646.733","60611355180.6685","70907310771.311","74874110293.4968","75907618700.9338","81785518232.8202","86101256622.4878","90575018408.045","95446290281.5568","113009532488.062","115265900520.851","126007828810.341","173292120893.255","212933655186.265","194231433877.693","204660857567.016"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Jamaica","JAM","69200000","76100000","74200000","89900000","96950000","95840000","87640000","85040000","120240000","117940000","139190000","179050366.46029","159691449.983705","127444737.327637","190393158.34063","125575299.1091","32394610.264659","47782537.3127915","58823497.2326318","63813759.5348682","105000000","85173841.2878854","108969025.850517","63200000","96929406.287093","161300000","98415886.878769","174304474.457007","147200000","107500000","168155250.316541","106057217.239554","324147546.303299","417049933.96549","735930634.902329","681258961.125447","879966322.803667","682126514.938906","709452691.086502","554524512.106243","1053690047.86883","1900541274.65785","1645099135.07986","1194860262.03599","1846479130.37806","2169806025.78395","2318429013.89466","1878513938.68574","1772712407.05834","2075840757.89433","2501094875.87813","2281909630.03741","1996447947.35127","1818363782.17835","2473010904.82091","2913835195.89151","3291468022.15921","3781167558.10295","3532039680.05605","3631089258.40452","3938028780.65402","4837564537.17809","4520481084.67503","4868643492.7225"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Jordan","JOR","46380000","51230000","58050000","62660000","77080000","136440000","164260000","240650000","254800000","232910000","227750000","222912605.191697","240950898.446828","270732330.075436","312812444.311808","458894160.772862","471466466.074829","643149176.444232","885558177.671198","1166119654.63242","1142804897.63029","1086681467.55742","884057701.384905","824155117.024295","514987311.202313","422777328.646749","437137959.463261","424658619.075317","109553827.83168","470686411.543617","848838539.78461","825772823.241643","767181313.679926","1637376377.61699","1692568232.10993","1972921532.32807","1759324396.92163","2200295185.3331","1750381290.17269","2629076639.43145","3331283629.2237","3062239352.98524","3975920205.50553","5194288597.85337","5266618728.33555","5250317795.78652","6721971588.46786","7541997596.1265","8561617329.26497","11689284071.4804","13056728538.0758","11467250533.4281","8089514013.45112","13223785948.1698","15299486176.5456","15162094982.6299","14019407210.4578","","","","","","",""
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Kazakhstan","KAZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","455713335.86819","837524913.029577","1135515396.22585","1294063792.17194","1697121950.89474","1461224632.84194","1479230575.73814","1594117421.5851","1997212410.77122","2555290142.76873","4236202349.72326","8473103078.51889","6084195420.39854","17750816992.0635","15776758291.9133","17871462601.824","20719793500.0956","25222742122.0693","25179110241.3647","22131546173.3606","19126570709.2453","21813960379.1329","20294757150.7029","20095957328.3236","18248787467.0745","16536058089.5061","10082162364.2103","12056059795.5889","10831712873.9726","14584854725.4803","16454546721.244"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Kenya","KEN","","","","","","19950000","52400000","75830000","100050000","169660000","219830000","170946360.160737","201994376.018234","233042427.209654","193277290.761395","173401676.388286","275518273.289747","522391861.446834","352578641.98426","627713448.786228","491699563.84167","231127406.489196","211665072.327518","376003533.505212","389801536.981152","390646485.061511","413320415.152961","255794587.808027","263736508.726837","284644878.702657","205411405.443087","116938776.123246","52972565.8971221","405590938.024012","557578202.921739","353419653.553888","746479743.91745","787949466.776046","783051364.305175","791589617.767127","897735792.728211","1064856615.82776","1067969162.34882","1481908533.64118","1519319696.93683","1798831412.82813","2415755392.93319","3355002140.79063","2878516480.48375","3848957058.92698","4320155749.01272","4264380209.81446","5710999324.95431","6598159168.91412","7873690832.36248","7514228907.05536","7553197372.6237","7324642163.33911","8163611816.22987","9114892205.21186","8296128898.90541","9489876378.4777","7968472154.57849","7340620173.39666"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Kiribati","KIR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Korea, Dem. People's Rep.","PRK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Korea, Rep.","KOR","155200000","205200000","166800000","129600000","133580000","142990000","241810000","353220000","387720000","549520000","606310000","433512664.928845","522997834.039301","884812521.932098","277189602.822971","781321706.356585","1970012072.60043","2967095714.50877","2763913976.43036","2959163421.70392","2924862814.08637","2681693225.85724","2807315486.59583","2346696252.02031","2753608079.89718","2869320650.26362","3319582502.17117","3583678598.07913","12346693909.3808","15213574174.0479","14792998068.0315","13701099343.4322","17120615552.6833","20228158987.2473","25639257349.6758","32677736705.7711","34037122878.1534","20367914256.185","51974523195.0888","73987290347.1221","96130459623.4075","102753282491.492","121345249455.919","155284241117.687","198996564800.159","210317176838.75","238882310981.532","262150152963.913","201144481976.073","269932931249.851","291491117611.862","304254938469.971","323207083967.485","341649679569.216","358784966287.362","363149330364.607","366307950374.068","384453153318.384","398780329741.702","403704746313.856","437112592614.303","457169379936.912","417280090434.55","414004455885.985"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Kosovo","XKX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57409059","261071775","353572354","535598272","423533771","328569606","471097660","959856438","932825224","830415016.302636","813352079.514421","717327041.234403","958335407.209022","956742702.963359","783153103.764853","770550134.507563","637797614.52744","819582674.409873","881167306.173398","965831893.179934","1095367616.61861","1244319385.1658","1247751320.33903","1245423955.07841"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Kuwait","KWT","71700000","40300000","48200000","62100000","62600000","72100000","97110000","47510000","51110000","95920000","117070000","193652635.603336","268963492.777225","380813257.764417","1249225427.6816","1491466367.76412","1701769027.73625","2883141145.81075","2500417161.42502","2870051161.90453","3928507887.81931","4067476216.35365","5913211286.52919","5192117270.34154","4590196479.84865","5470715641.47627","5501144475.43209","4141579717.40272","1923539170.51311","3101865424.34358","","3409008570.11257","5146960170.47314","4214126406.9449","3500697938.08348","3560844442.8179","3515074038.28412","3451772339.29882","3947095488.07051","4823691306.35157","7082344864.07023","9897313109.35057","9208103793.97242","7577041893.15726","8241930828.51073","8862815699.36827","12566012445.8145","16660019110.8892","17112849340.7662","20267475315.1716","21236691168.1102","25795148923.533","28885713960.8085","29352535523.6659","32113925461.5893","28270007775.4936","31027326168.5792","33598589466.8625","37028893257.5816","39801560670.9193","48117162093.7183","44903838897.8338","47860219923.2635","47382988266.9117"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Kyrgyz Republic","KGZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48245777.0909645","26186043.3234453","80957614.1727414","94598208.7910824","170198385.756228","163750871.335441","229685415.63456","239045430.015869","263530043.633658","288849333.0288","364599321.624879","528152339.325871","569727656.290198","764349711.455719","1107224511.86134","1152869534.28409","1493972123.17031","1603595729.05245","1702989946.80304","1903152441.18208","2098596317.93532","1804789137.41141","1633928099.46899","1799165078.78984","1887400996.09235","1695723972.26426","1723562237.90664","1791821350.30029","2386075493.46249","1843398311.94735","1806601842.09125"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Lao PDR","LAO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","640883.977900552","1424494.12833892","1775549.36175208","28646571.4132318","40306765.4913748","62956519.3506184","60925870.261612","92113357.0983239","169497945.581996","112179468.974938","112214363.038438","101187651.937998","139659833.460443","136835241.427009","201633549.531476","234395183.606116","244913224.01003","252299748.710496","349506280.421735","555778196.307765","653434745.3239","712950622.345605","806912868.678393","755810133.837867","818135446.167628","740595667.718888","889717355.693504","1057561063.86709","883575618.890996","1088755631.60462","944141406.569877","1067769845.40873","1894600080.96868","1950518267.75273","1576038534.74606","1769745792.21118"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Latvia","LVA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","431548248.516121","545180175.240108","505698673.401434","654065759.010227","760203617.935322","801227645.079307","871996322.655646","850907141.263873","1148744863.04159","1241415721.85243","1432442217.92942","1911976243.46184","2232131849.18389","4353371312.07914","5553370450.1811","5027632164.04795","6631801441.31899","7256165273.87978","5997271524.81066","7110871159.69827","7595712929.61742","2971200824.94263","3220216161.48029","3267870154.90789","4337301160.77037","4097739285.82853","4155222403.97313","4884944947.50005","5101643572.57496","4072190542.8517","4515418780.01986"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Lebanon","LBN","18940000","20740000","34510000","34410000","49210000","68810000","88710000","88070000","44360000","59760000","97960000","196953721.299011","324853721.299011","472438404.00837","1278779274.2088","1201657395.05357","1302637357.53348","1568757397.60308","1834870374.42738","1531465755.95693","1588205525.09732","1516369834.96214","2608112387.90665","1902514181.03933","671561118.045914","1073816432.33743","488025337.296491","367936835.534622","977818288.005813","938168478.460851","659919197.336786","1275464679.79802","1496426395.97398","2260307073.28081","3884169190.93785","4533332055.45183","5931870344.18894","5976350366.99624","6556252940.30681","7775632525.38118","5943660563.32523","5013809926.9086","7243825141.93422","12519443025.1835","11734571067.1426","11887084571.4448","13376441661.3303","12909941415.2772","20244477609.5729","29102898320.779","31514110354.516","33740586419.4963","37185578898.8942","36748028547.6784","39547131616.6926","38756070536.9734","43338023085.564","43455209096.3304","40561232242.3956","38168378574.221","25000678886.5713","18454257135.7146","15799388321.5268",""
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Lesotho","LSO","","","","","","","","","","","","","","","","","","","","","50268480.6509681","43395441.1150538","47535431.3966519","66677059.626642","48576065.2448819","43520456.9420035","60259785.2066591","67531269.4179234","56281272.4899409","48997753.0422898","72373876.7409768","115039950.793174","157486270.573515","252685722.758019","372621134.593571","456739363.843931","460505560.802494","571737996.47036","575080928.099238","499556717.197989","417891096.032125","386488996.575835","406370215.02663","460333705.204936","501504280.465691","519110911.299774","658401554.709079","1002760338.36274","971530251.526022","1502248532.21839","1485976652.76529","903895914.949344","999498707.573327","1060172209.08261","1081271062.14794","997431660.022088","925195318.767947","657668309.282079","728527649.979486","774095190.47731","","","",""
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Liberia","LBR","","","","","","","","","","","","","","","18718548.4175995","19188682.3130794","17169646.9241552","27344992.9595804","18021337.9769553","54979005.5572829","5450000","8336710.57251288","6473031.07454914","20396000","3476406.287093","1517968.3655536","2660463.93404523","509559.83203053","380370.873760278","7876424.92180724","","1307912.92966571","977250.15468808","2362459.63713964","5069083.03175315","28088832.6574782","376466.932784226","419970.618712491","616574.620713446","431082.305644592","267707.367815772","480275.980603404","3298470.65155747","7376738.87371289","18742650.4077665","25395460.7689592","71989512.763969","119359165.225347","160860063.211478","372457051.883517","442033413.934885","506827130.971263","574181706.182313","589723179.795313","498992032.991349","560742588.406987","586024559.973528","585997776.606725","332150947.81251","297070852.933413","340965880.534905","700828780.063079","599660417.529906",""
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Libya","LBY","82390000","86960000","93360000","114960000","154960000","178070000","271370000","317370000","453480000","832280000","1504830000","2572846875.85532","2832157733.02921","2023786326.08395","3511095073.22518","2094970778.02799","3106417462.33577","4786436864.10687","4104834383.39669","6344362846.0913","13090546307.9972","9002894783.5525","7059472817.61373","5218726210.92303","3634166621.28492","5903882864.67487","5953175899.35538","5838013263.06232","4321582449.43548","4332664606.93353","5839218009.41799","5695038374.17214","6182335579.63343","5883950865.8219","5968745583.59599","6022971792.46293","6025287388.27089","5997016463.55943","7269651121.13937","7279715419.8995","12460813672.1936","14800498167.688","14307395986.3199","19583981090.3657","25688799996.5342","39507846087.0983","59289245805.3908","79404719623.8923","92313250982.7632","98725249656.6527","99645217630.9596","104797310730.736","118407554175.811","115197366460.03","89092950486.7895","73674594284.0862","65894316968.8814","74556002682.1686","80529462282.1665","78952339516.8684","72564803064.8913","75436699686.351","79887105344.2693","82703078786.8624"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Liechtenstein","LIE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Lithuania","LTU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45336254.8984559","350321504.52933","525483756.990845","757049202.114376","772245854.778037","1009945055.69708","1409131828.8124","1195011402.15841","1311549165.14878","1617720690.95004","2349320663.55608","3371975675.09856","3512582285.5297","3720240764.65712","5654412424.49407","7556624555.98187","6280463644.40104","6419825000.76033","6335525173.96233","7915367834.38474","8218172677.06854","7847284480.62758","8503938563.48084","1498930153.84852","2385581554.6003","4207233313.3316","5531287546.50459","4800244225.2078","4492883349.92043","5239485584.24645","5026344740.36888","5782672555.74637"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Luxembourg","LUX","","","","","","","","","","","","","","","","","","","","","","","","","28559233.513581","32706671.3532513","36427565.8263305","42843377.6333896","41244119.0671638","75243335.0855521","80531523.9504346","80418266.6037276","74126417.4240654","67376314.8209807","75731286.1257543","74983147.8992997","73684380.9890831","64067168.7319199","","77400012.9057318","76607547.9509168","105621650.6442","151720574.077699","279906748.444403","298371823.042775","241100530.928451","218076013.93371","143551937.983951","334626312.615824","730515187.176777","747124495.372998","900501835.022531","870999493.37471","876416967.448113","776823853.977499","694427330.389649","890671753.118613","784732634.297165","846611423.596831","945218472.692116","981025842.019654","2789714193.10535","2743013078.71074","2828914385.9864"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Macao SAR, China","MAC","","","","","","","","","","","","","","","","","","","","","","","","","67950522.5525978","64198331.4419683","103053911.653807","174059038.741041","221365693.539563","354620866.342483","520624844.411252","650685700.737487","1301729869.41305","1569065634.34806","1966349230.24805","2256563500.53362","2422172297.80611","2532769529.53705","2462574718.98144","2857387350.24797","3323014302.25176","3508440974.68654","3800343591.27577","4343370556.09048","5436107122.79169","6689436716.70569","9132102574.35142","13229919966.1443","15930121266.7869","18350321740.6545","23726490181.8908","34026184616.5378","16600225450.9018","16145878199.0284","16444386287.6882","18890787008.0417","19491696000","20169663000","20281241000","22214954000","25144935000","26664872000","25970915000","27770639000"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Madagascar","MDG","","","48000000","42800000","51080000","49882000","51482000","42882000","30582000","19382000","37122000","46345062.7131481","52241642.7066301","67901725.093916","49408139.4781921","35577005.9247934","42161006.613332","68920781.313251","59221295.5148927","5039519.96422063","9100000","26521651.8852826","19959209.2954003","29225634.7171917","58899720.6417429","48443936.7311072","114524463.934045","185199306.274738","223721112.621281","245265708.203012","92084945.4410949","88857217.2395543","84427500.1031254","80642850.0808044","71640029.0217707","108960783.853207","240880919.486017","281600527.28725","171378012.996065","227186728.905518","285182984.805489","398349960.538685","363272345.666928","414272747.15771","503524275.988023","481286830.746363","583182459.275841","846677005.492943","982306552.811993","982078789.679611","1022970696.36859","1134559589.73412","1052810915.82789","776146662.956508","773817323.366607","832008813.363757","1183690792.01019","1600175022.31326","1739588290.28962","1693147648.47775","1980766598.34546","2334564597.58187","2159914363.96649","2631980575.49645"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Malawi","MWI","","","","","","25227000","21410000","22500000","22510000","21010000","29200000","31920015.2058195","36237163.0281279","66642983.9074407","81791077.9301277","61458203.2794107","26217493.8190651","87490937.7638367","74796198.1868811","69507863.0290971","68388262.377928","49054452.8376801","22661186.8376901","15401337.489558","56600058.3273214","44948488.5764499","24603615.5248125","51831054.3489055","145573286.727402","100312268.510001","137160824.714402","153203034.373257","39949511.735669","56875551.8585009","42796672.1958808","110007112.289944","220537333.986479","142179549.180048","255440895.528303","246425647.540579","242980756.229229","202505202.402404","161474518.622774","122037174.686597","128050843.224175","158645871.485267","133771791.846069","216611430.867936","242775848.999834","149356594.709464","307358138.602841","197429644.13814","223175827.884783","413104344.064299","600619340.098287","681580478.271052","610774217.598916","768401046.225973","766154761.931253","846839844.266183","594498493.623211","","",""
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Malaysia","MYS","471000000","472000000","528390000","547200000","586400000","467750000","493230000","425690000","450010000","556620000","616260000","754658541.978892","907123174.75829","1275223716.90599","1547074244.74273","1456140830.38929","2404130148.52637","2783852971.30345","3243313192.26701","3914949362.02125","4387359182.04393","4098037852.13357","3767777977.84825","3783721248.25914","3723276350.732","4911839191.56415","6027385429.28088","7435328845.63549","6526499091.65534","7782965043.236","9754081703.20525","10885603985.1807","17227521663.2062","27249214748.1061","25422898220.8837","23774418341.4396","27009401287.2574","20788220334.0205","25559370024.57","30588151965.9178","28329830063.5298","29522298173.9213","33360665887.9318","43821705990.9861","65881086884.2326","69857980074.6077","82132321883.1742","101019281444.723","91148849564.9209","95431679214.866","104883688469.784","131780414231.728","137783902665.941","133444437251.858","114571975075.857","93978542267.7486","93071810074.1533","100877834680.702","99850469255.3702","101725971168.985","105279990229.363","114640742599.997","112393374845.11","110860346168.099"
