Series Name,"Series Code","Country Name","Country Code","1960 [YR1960]","1961 [YR1961]","1962 [YR1962]","1963 [YR1963]","1964 [YR1964]","1965 [YR1965]","1966 [YR1966]","1967 [YR1967]","1968 [YR1968]","1969 [YR1969]","1970 [YR1970]","1971 [YR1971]","1972 [YR1972]","1973 [YR1973]","1974 [YR1974]","1975 [YR1975]","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]","2022 [YR2022]","2023 [YR2023]"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Italy","ITA","1047500000","1574750000","1824760000","1275730000","1717400000","2396240000","2496690000","3062730000","2418390000","2088790000","2465260000","3688840074.50827","2954460942.10897","2953157549.63768","3406362456.8066","1306106132.02349","3223087590.58346","8104295709.81038","11109008078.1287","18197452728.7263","23125870828.1099","20134110135.1551","14091370204.4945","20105050098.4987","20794613475.6336","15595148945.5184","19987259134.2214","30213529642.923","34715270955.8477","46719703682.2877","62927106116.0035","48679439771.7032","27643478790.5455","27544780840.5736","32265469272.3973","34905097794.3537","45948171287.7751","55738561707.9897","29887827567.7084","22421772818.1781","25566527737.795","24419364656.0919","28603088648.7296","30372244970.8156","27859038318.1329","25514729492.1648","25661729244.7903","28384966801.1732","37087581338.16","45770376940.7429","47684143902.3865","49185158922.7408","50498859373.1458","50774976279.8718","47688719254.5029","47033692979.5149","44803132686.776","48918641550.0727","51330748571.5528","55341387131.1084","61613808653.1704","84001664259.2574","81714839462.1386","84819454653.9834"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Japan","JPN","1702000000","1379000000","1732010000","1769010000","1715080000","1824290000","1790100000","1691630000","2550040000","3240690000","4307530000","14621901254.9144","17563614517.2147","11354553171.0616","12614287821.7191","11950207137.8839","15746252433.2972","22340967691.3354","32407256160.2846","19521521615.0025","24636458973.8916","28208399380.1853","23333958240.9429","24601596193.5168","26429149250.773","26718641476.2742","42256623255.4157","80972879073.3306","96728167485.2983","83957371777.0126","78500572150.0619","72058848245.5764","71622706505.1494","98524331239.1741","125860194539.294","183249772502.408","216648011850.188","219648288039.43","215470624423.59","286916156869.904","354902072398.679","395155049518.924","461185643035.435","663289093568.572","833891294560.437","834274854302.09","879681506789.366","952784455942.681","1009364782806.59","1024899798741.46","1069985031214.96","1258172340310.09","1227147063679.2","1237217761751.35","1231009767133.57","1207019203627.57","1188326843648.84","1232243916612.67","1238935321253.38","1284973739113.36","1344283264565.8","1356244308425.69","1178279371462.45","1238541063446.21"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Portugal","PRT","242000000","249000000","336000000","345000000","431010000","433010000","433760000","534770000","506770000","569770000","601770000","944778947.974354","1290789805.14824","1676321792.67184","1160848964.2439","398194610.297341","175712911.444869","365579466.503789","871000000","930816745.927226","795320587.766651","533904113.493615","447280542.349708","384942626.845985","516345239.652756","1394648506.15114","1456369332.01228","3326664373.16461","5126788941.07198","9952488290.79822","14485244654.3654","20628778111.545","19129045100.1691","15839987747.2953","15513470635.895","15850049541.5681","15917654374.547","15659973066.2536","15824613587.4348","8427124721.38415","8908691456.79688","9666596006.12279","11179109382.113","5875846140.40309","5174071090.95777","3478684168.48469","2063637256.04138","1257777127.09557","1309396458.55858","2407855170.53405","3651918462.49831","1974597306.67578","2196024425.84073","2777517384.79343","4869349012.11428","6366743792.0829","10898641564.5767","10152738423.2382","9158607287.31772","6271485227.51303","6199281842.79081","10147885418.1482","9939667058.78691","9871410247.80101"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Russian Federation","RUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5835004903.14222","3980411978.19572","14382776209.9987","11276434819.2203","12894700706.7376","7801376654.9566","8457230879.05286","24264339146.1263","32542400769.37","44053601167.0147","73174946720.6866","120808798295.73","175891409917.674","295567570300.098","466750419882.05","411749599971.659","416648892265.015","443585871721.266","453948184789.354","486576820807.129","469602700888.888","339369921935.749","319835210258.841","317544471407.945","356084020964.11","381575041682.719","443970001638.925","457017572769.564","497554424796.464","445783706946.206","442537063819.197"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Switzerland","CHE","139000000","199000000","252000000","302000000","596000000","402000000","704000000","607000000","1669000000","1783000000","2401000000","3808000000","4399000000","5007000000","5446000000","7019116012.37985","9606457878.13602","10289219863.5577","17762860392.9256","16434885352.9434","15656431498.0084","13979299509.3492","15460464331.5935","15034107994.2199","15296154775.6694","18016361159.9297","21786387068.3645","27476389479.2095","24202796288.571","25276271716.5611","29222863680.9833","29004274385.2723","33254855555.7083","32635341397.7515","34729419300.3534","36413013755.9311","38432589676.6327","39028083932.8505","41190732565.4907","36321020362.5903","32272051111.7712","32005587875.5737","40154729324.3713","47652484036.965","55496602484.501","36297267162.6218","38093708498.0653","44474205416.4586","45060945491.3999","98199375892.9957","223480624387.066","279390274873.993","475659218442.027","495957971555.583","505462638049.809","566959697217.434","640594222569.541","767679605225.884","744166803993.725","804004448231.114","1020171631299.89","1048962978184.41","863027973690.528","794931407635.069"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Turkiye","TUR","78000000","62000000","50000000","63000000","40000000","25000000","29000000","22000000","26000000","128000000","304140000","631428586.944714","1262080777.45191","1985872127.48642","1561691904.70725","943818501.125961","990470646.351815","638036441.378014","801299643.034341","658197599.821103","1077000000","928209511.837663","1080121341.82004","1288125373.01484","1270680373.29486","1055929261.86292","1411594877.25221","1775836939.09688","2344492887.99774","4780460640.7864","6049535118.29395","5144174312.3203","6159412666.5475","6271512909.31373","7169312960.67317","12441845319.3564","16435819484.867","18658335761.0854","19488809978.6684","23345860685.8992","22488440255.1615","18879205044.262","27068603592.9479","33990987003.7045","35669142865.7953","50579001444.9876","60891882734.8823","73383889194.709","70428065015.1764","70873658697.6394","80712981658.9094","78322380031.4294","99942631608.9645","110926748052.956","106906397642.209","92920827378.6929","90919204818.2566","84115053501.0137","72866830470.308","78532272033.2221","49958256077.0715","71046318472.1336","77888776365.8925","92694068791.6959"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","United States","USA","1554800000","1805900000","1163400000","1247000000","1201400000","1385000000","1646700000","2765200000","4817900000","5104600000","3414890000","2108565226.45738","2663322352.12239","2725956454.21069","4231847549.12932","4626896589.34101","7149001646.11658","7592498332.89743","6979304987.89091","7784025732.73575","15595967203.3543","18923509985.741","22809354762.2223","22626779423.481","23837779881.3768","32095422231.9859","37452484728.3892","34720297237.8669","36744652783.5718","63549633269.3773","72258214607.8445","66661474288.0029","60267694735.1053","62352691775.1732","63284090264.9375","74781404883.4359","64040728546.2044","58906941910.7011","70714734123.4414","60499603711.0814","56600377652.7229","57633677027.9848","67962414914.2412","74894067978.4824","75889985333.445","54083715801.8481","54853874760.9669","59524234464.1401","66607006099.5362","119718872595.853","121391806197.94","136912226738.474","139133870857.439","133533464073.2","119048483711.245","106539635766.333","106290809152.792","112251905534.783","114756990011.769","118437718706.204","133849095923.967","240197337193.282","232716637027.83","234110801811.752"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Afghanistan","AFG","10000000","6240000","4470000","9240000","8130000","8980000","12100000","5300000","6120000","8180000","12530000","26950866.9490591","20802860.8667313","21613158.2184247","27638356.9291449","86547903.8259791","130918577.344226","275820946.524611","390555119.75129","441211039.414711","371168468.528784","274293257.48599","257752305.64221","214163539.774343","228707637.222427","295206731.107206","258523642.31282","279676447.388954","261124191.573253","243694707.861329","266400667.368511","234894920.253472","","","","","","","","","","","","","","","","","2430835946.06326","3501370863.63846","4174367357.95956","5268341390.29608","5982504170.91045","6441933255.85729","6680725917.17282","6231780913.18054","6476337158.7771","7185835046.00596","7305675819.84186","7426979265.63529","8419488003.81955","","",""
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Albania","ALB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147417856.260101","204804119.835972","241050766.728901","280860655.247386","308927385.475584","384220653.945883","488299674.829377","615647336.301304","739902999.384293","838777691.779188","1009421265.59302","1357601602.30431","1404087725.1731","1768802845.01829","2104224658.50648","2319777467.39249","2313907809.29456","2469547483.72045","2393924086.43353","2515654270.9457","2712322498.02399","2604184281.7985","3084875025.96501","3050641047.15459","3523758656.8278","3829477531.06681","3626591058.67744","4647187149.20461","5470752133.54085","5085228583.50313","6228581543.45668"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Algeria","DZA","260000000","306000000","180000000","231500000","189200000","178500000","267350000","286700000","286450000","204250000","147900000","298618473.552705","285101373.520115","912191778.864457","1454279249.83138","1128326192.4192","1764938202.28525","1683573587.40534","1980500820.89359","2658756939.23247","3772615310.34183","3695344111.87274","2421996371.09968","1880389415.57597","1464155000.80686","2818953427.06503","1660195173.26581","1640459717.11898","900193484.140975","846995058.743134","724759955.044031","1485886738.4743","1457045003.91876","1474742798.52566","2673875248.72154","2005167336.57585","4235006161.63766","8046742631.74086","6845539222.62977","4525667963.23314","12023903987.4191","18081413033.0419","23237503813.4625","33125171865.8288","43246380713.5136","56303086193.2939","77913736744.715","110317600020.227","143242995145.07","149040598478.4","162614490298.19","182821825955.915","191297104701.131","194712107088.462","179617718599.046","144677455937.501","114390744334.26","97614427695.3787","80227698867.583","63297610714.9485","48882051109.5108","46054847199.3665","61739377093.8577","69708546411.6242"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","American Samoa","ASM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Andorra","AND","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Angola","AGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","228335521.177058","555691254.40397","392514285.939726","202442614.084957","491400189.57731","1198212373.02401","731866198.100655","375545950.307129","634199422.3308","1379588147.35472","3196850749.33725","8149079645.64961","11196800894.0338","17869411576.4837","13664098153.6474","19678661657.2159","27039761554.085","31161778888.6797","31500815461.6599","27032344084.4907","23790543425.2351","23672191989.4347","17455327770.6619","15410405365.47","16334853784.0603","13781988139.5961","14468113825.809","13654715740.4529","13942114198.8828"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Antigua and Barbuda","ATG","","","","","","","","","","","","","","","","7315757.08013916","9665925.92599487","5103703.70373535","5973333.33337402","11232962.9630432","7816666.66671753","7336296.2963562","8520000","9930000","15440000","16580000","28260000","25600000","28030000","28070000","27500000","32540000","50520000","37806867.7923464","45808258.3579926","59438706.3419391","47738676.6211506","50698392.3405725","59367608.1802758","69730255.8351668","63558884.5284907","79718831.0402204","87648341.4624844","113767366.731074","120139161.912642","127320746.176333","142632588.752235","143848808.510004","138022502.557881","127860399.429427","136600155.264423","147868733.577765","162045101.996445","202580586.969295","297046137.541925","355728253.383608","330090979.265027","313645370.808951","328659747.502549","279133212.713698","221808945.85044","367511735.686638","396505745.512243","364367020.196401"
